70|2548|6838|100
23315|72710|550839|100013
1553|303|1901|10002
1553|3520|45670|10002
1553|3520|45677|10002
2260|3520|45678|10002
1553|3520|45681|10002
70|176678|421428|100038
28938|3832|421660|100147
14777|532|84189|10016
14777|546641|2274341|10021
1555|556|45784|10032
30761|556|45792|10032
24741|556|45796|10032
27626|556|45799|10032
3608|191|45801|10034
383|191|45814|10038
170|191|45821|10038
3608|191|45841|10040
82|191|45843|10040
3264|191|45844|10040
13945|177433|704317|100419
3608|191|45853|10042
29780|177499|422791|100474
70|66350|466647|100488
27794|6596|422936|100492
27794|6596|513547|100492
27794|6596|528160|100492
27794|6596|708539|100492
27794|6596|712263|100492
27794|6596|712265|100492
27794|6596|712266|100492
27794|6596|712267|100492
27794|6596|712270|100492
20185|144583|365455|100499
2268|144583|365455|100499
2906|144583|365455|100499
2268|144583|423004|100499
2906|144583|423004|100499
20185|144583|423013|100499
2268|144583|423013|100499
2906|144583|423013|100499
2268|144583|423019|100499
2906|144583|423019|100499
33010|144583|423019|100499
2268|144583|425229|100499
2906|144583|425229|100499
33010|144583|425229|100499
3608|191|45921|10050
82|191|45923|10050
19829|171279|423073|100519
2524|43764|3785798|100528
2524|43764|4306360|100528
19829|121098|423239|100538
19829|20179|423225|100538
19829|20179|423770|100538
17746|1266|437599|100539
5898|1266|437609|100539
5898|1266|437922|100539
27635|1266|438695|100539
10418|53943|423365|100560
224|79375|425950|100668
12908|29499|410236|100678
12908|178076|424124|100681
1529|178076|424124|100681
572674|68223|210968|100688
3608|191|46007|10071
27258|39408|424532|100743
7161|1075|46035|10079
7161|1075|46090|10083
1954|4667|46114|10087
27469|4667|46122|10087
1555|4667|46125|10090
1553|4667|46128|10090
1056|4667|46143|10092
1056|4667|977178|10092
1555|4667|46152|10095
1553|4667|46155|10095
27469|4667|526108|10098
34340|853|11032|1010
28305|4825|46168|10103
6708|4825|46168|10103
28305|4825|46170|10103
6708|4825|46170|10103
6708|4825|588035|10103
1555|4667|46161|10106
27612|1036294|92479|10114
27626|39300|425057|101149
28938|326|312533|10115
27626|326|312536|10115
10233|326|59735|10115
27640|379|46213|10120
146|379|920911|10120
7573|178752|425470|101219
932957|379|1146038|10122
383|379|46226|10122
10233|379|46230|10124
932957|379|46241|10124
1553|853|11038|1013
27511|178576|425919|101362
27987|2041|315354|101409
10418|2041|426364|101409
27689|2041|439648|101409
34340|1227388|2407203|101427
33010|1227388|2431018|101427
2268|1227388|2431019|101427
23315|1227388|373101|101427
2268|1227388|426473|101427
34340|1227388|428056|101427
23315|1227388|98524|101427
27511|1227388|98524|101427
12908|665|1854130|101436
110|665|351830|101436
12908|665|351830|101436
12908|665|370212|101436
12908|665|426563|101436
27612|179247|423972|101438
146|117|46311|10144
146|117|46313|10144
27822|24750|375762|101444
1954|117|46324|10145
72|117|46327|10145
1529|117|46331|10145
1529|117|46332|10145
932957|117|46333|10145
1529|117|185176|10149
112|117|2701|10149
27640|117|46343|10149
33699|179377|426812|101493
4463|9037|1509392|10159
4463|9037|903157|10159
4463|9037|46382|10162
29780|25561|493234|101686
29780|29780|427976|101686
29780|29780|492389|101686
29780|29780|493205|101686
29780|29780|493213|101686
29780|29780|493219|101686
29780|29780|493223|101686
29780|29780|493788|101686
29780|29780|493794|101686
29780|29780|493806|101686
29780|29780|526295|101686
29780|29780|572413|101686
10418|20572|428091|101714
7898|9037|1641510|10172
7898|9037|46390|10172
7898|9037|46393|10172
3264|3905|11050|1018
3264|3905|11054|1018
3264|3905|11055|1018
3264|3905|11056|1018
3264|3905|778447|1018
3264|3905|845630|1018
3264|3905|845655|1018
383|3905|845655|1018
3264|3905|846179|1018
3264|3905|846202|1018
3264|3905|846584|1018
3264|3905|846716|1018
3264|3905|846818|1018
3264|3905|846884|1018
38886|2546|428772|101836
38886|2546|448843|101836
38886|2546|451910|101836
38886|2546|451914|101836
38886|2546|451964|101836
141265|21457|439853|101839
3264|3905|11057|1019
146|3558|46459|10193
146|3558|46460|10193
146|3558|46461|10193
146|3558|46463|10193
146|3558|46464|10193
146|3558|46465|10193
146|3558|46466|10193
146|3558|46467|10193
146|3558|46468|10193
146|3558|46469|10193
146|3558|46470|10193
146|3558|46477|10193
146|3558|46478|10193
70|2548|6857|102
110|74|46505|10201
4617|74|46505|10201
337|74|46510|10201
27606|16808|2848032|102033
552001|16808|2848032|102033
27606|16808|2876321|102033
552001|16808|2876321|102033
552001|16808|3106990|102033
29978|16808|3116313|102033
552001|16808|3116374|102033
27689|16808|3116391|102033
552001|16808|3116449|102033
552001|16808|3116473|102033
7561|74|153854|10204
27670|74|1693321|10204
4709|74|46532|10204
72|74|46532|10204
10233|74|46531|10205
110|74|46538|10205
4617|74|46538|10205
110|74|46543|10205
4617|74|46543|10205
3264|1629|4082|10206
72|74|46549|10206
72|74|81|10206
4709|74|46600|10214
82|74|54131|10214
170|3107|414040|10227
217|3107|414040|10227
27689|22437|2238175|102346
2268|22437|430506|102346
33010|22437|430506|102346
27689|22437|432370|102346
27822|22437|526260|102346
15708|16424|1866270|102359
2268|16424|432211|102359
23132|460|430614|102361
337|460|441171|102361
2268|460|52060|102361
21188|1205|428525|102499
3264|1205|431093|102499
21188|1205|433886|102499
29978|1205|433910|102499
3264|1205|433923|102499
3264|1205|433971|102499
3264|1205|433979|102499
3264|1205|434010|102499
21188|1205|434423|102499
27606|21964|1792254|102592
33010|21964|1994413|102592
681077|21964|1994567|102592
27606|21964|1994967|102592
44575|21964|1995035|102592
27606|21964|1995133|102592
662|21964|730987|102592
23691|22001|428519|102598
1056|1060|46774|10260
27511|49554|1845632|102608
27438|1060|46780|10261
3264|401|23779|10268
7898|181880|432050|102680
7898|181880|432064|102680
7462|401|3626614|10269
7462|401|3626760|10269
146|401|367563|10269
7161|401|46839|10269
7462|401|46840|10269
28938|401|46841|10269
7161|401|46845|10269
7462|401|66759|10269
7462|401|67330|10269
82|1205|32099|1027
27511|182049|432469|102777
33010|182049|525728|102777
27511|182049|688753|102777
44079|182049|688753|102777
33010|182049|695503|102777
28455|182049|695524|102777
123|401|46874|10282
28938|2444|256528|10283
7462|401|3626643|10289
7462|401|46892|10289
7462|401|46902|10289
3264|350|783787|1029
11546|18738|911227|102941
337|851|47137|10320
146|3573|653261|10326
146|3573|47164|10327
146|3573|47168|10327
146|3573|358540|10332
146|3573|47183|10332
146|3573|47184|10332
146|3573|47191|10332
16678|173|425187|103410
22698|173|435012|103410
27663|173|435031|103410
10418|173|435072|103410
22698|173|435083|103410
27987|173|435104|103410
46085|35041|435225|103428
46085|35041|435570|103428
46085|35041|728886|103428
46085|35041|728887|103428
46085|35041|728891|103428
46085|35041|728892|103428
46085|35041|728893|103428
46085|35041|728894|103428
46085|35041|728895|103428
46085|35041|728898|103428
46085|35041|728899|103428
34340|47103|2424716|103448
34340|47103|2428111|103448
34340|47103|408571|103448
28455|47103|435310|103448
34340|47103|436204|103448
27822|47103|510264|103448
28455|47103|532277|103448
27822|47103|550705|103448
7573|2516|47311|10357
27765|1525|1906265|103586
27765|1525|328637|103586
27765|1525|328638|103586
27474|2049|407628|103604
27473|2049|435953|103604
82|2049|447973|103604
686|2049|450900|103604
27472|2049|450916|103604
6021|2516|47322|10361
70|2516|95151|10361
3264|3502|3800546|10366
54884|3502|427223|10366
27640|931|1792027|103678
27639|931|1889503|103678
30206|931|1889526|103678
27611|931|1889578|103678
44575|931|968867|103678
2726|1108|436815|103680
1056|58|437005|103704
1056|58|471686|103704
1056|58|482077|103704
1056|58|483779|103704
1056|58|484417|103704
1056|58|488679|103704
1056|58|492609|103704
1056|58|493085|103704
1056|58|494880|103704
1056|58|515337|103704
1056|58|521634|103704
28305|1108|437183|103744
2194|5797|437534|103779
27765|183925|645247|103813
72396|141311|438202|103850
45465|310|384745|103855
27472|310|396265|103855
27938|310|438345|103855
27938|310|438347|103855
23315|310|438361|103855
27486|310|438361|103855
33010|310|438374|103855
33010|310|438392|103855
27938|310|438398|103855
33010|310|438431|103855
27822|310|438439|103855
33010|310|438439|103855
29780|310|438573|103855
27938|310|438666|103855
33010|310|438668|103855
7898|257|1051|10386
2268|257|2373|10386
2268|257|2639|10386
2268|257|4641|10386
2268|257|50370|10386
2268|257|51776|10386
2268|257|5256|10386
23315|257|5256|10386
2268|257|55662|10386
2268|257|5887|10386
2268|257|60912|10386
2268|257|62165|10386
23315|257|67105|10386
30761|14996|438381|103867
49829|396|105290|10387
49829|396|105291|10387
49829|396|107220|10387
49829|396|1379|10387
49829|396|138492|10387
49829|396|2975|10387
49829|396|2978|10387
49829|396|3072|10387
12991|396|419373|10387
49829|396|51235|10387
49829|396|60526|10387
49829|396|82040|10387
49829|396|82045|10387
932957|396|2653|10388
110|396|2657|10388
4617|396|2657|10388
23132|396|3453|10388
2194|396|1300|10390
2194|396|205407|10390
2194|396|2109|10390
2194|396|23669|10390
2194|396|2984263|10390
2194|396|47432|10390
2194|396|47434|10390
2194|396|47436|10390
2194|396|550068|10390
2194|396|55443|10390
2194|396|61770|10390
932957|396|792|10390
31168|396|1496|10392
31168|396|49028|10392
49829|396|1018|10393
49829|396|110827|10393
49829|396|153560|10393
49829|396|2034|10393
49829|396|3490|10393
49829|396|51604|10393
49829|396|55312|10393
49829|396|56862|10393
49829|396|58620|10393
49829|396|58704|10393
49829|396|64455|10393
49829|396|75380|10393
49829|396|84267|10393
49829|396|84282|10393
170|3098|47448|10396
123|169|47503|10401
27987|43383|1961578|104062
17746|82932|439411|104074
32449|32449|439715|104095
27511|30192|194959|104125
44079|30192|194959|104125
3608|169|47515|10414
2194|13555|455051|104159
2194|13555|455069|104159
7570|13555|463508|104159
7570|13555|469011|104159
2194|13555|471043|104159
23132|13555|482579|104159
27611|103674|285996|104161
31695|103674|489301|104161
170|169|47525|10417
170|169|47528|10417
3264|169|47532|10417
170|169|47536|10417
16678|404|47562|10422
509|404|47563|10422
10233|404|1956121|10423
10233|404|47595|10423
123|404|47595|10423
29780|34731|389395|104286
29780|34731|437036|104286
29780|34731|718723|104286
110|929|47600|10431
146|929|47604|10431
146|929|1843141|10432
34340|185075|409999|104349
2268|185075|433675|104349
27938|185075|509925|104349
30206|20503|410943|104349
4709|223|441530|104439
4709|223|460960|104439
28305|223|465901|104439
4709|223|465901|104439
6708|223|465901|104439
82|223|465901|104439
4709|223|472505|104439
4709|223|480275|104439
4709|223|480282|104439
4709|223|480293|104439
4709|223|480307|104439
4709|223|480315|104439
4709|223|480329|104439
4709|223|480337|104439
4709|223|480619|104439
4709|223|480712|104439
4709|223|480895|104439
4709|223|483740|104439
13872|13872|3793576|104443
13872|13872|441641|104443
12908|156087|457027|104468
7122|36834|441736|104470
20185|59062|442092|104500
685|1262|49943|104562
685|1262|50658|104562
685|1558|4603|104562
685|1739|442481|104562
685|1739|808993|104562
685|2011|51042|104562
685|2011|68542|104562
685|2011|73243|104562
685|685|4783|104562
685|685|49530|104562
685|685|54000|104562
685|685|57984|104562
685|685|5933|104562
685|685|6355|104562
685|685|83204|104562
43747|882|2023811|104569
27765|1143|1217608|104571
12908|16775|230407|104614
12908|16775|2843978|104614
12908|16775|2843982|104614
21188|26296|442601|104638
22698|170668|3020324|104639
28938|3419|47758|10468
28938|3419|47760|10468
28938|3419|47761|10468
28938|3419|47762|10468
49967|3419|47763|10468
28938|3419|47764|10468
28938|3419|47766|10468
28938|3419|47767|10468
28938|3419|47768|10468
28938|3419|47770|10468
95489|44080|269861|104703
27822|44080|305169|104703
33010|44080|305169|104703
27822|44080|357420|104703
27486|44080|370465|104703
33010|44080|370465|104703
56599|44080|370658|104703
27822|44080|370742|104703
95489|44080|371494|104703
27822|44080|371760|104703
56599|44080|371820|104703
366454|44080|372211|104703
27822|44080|372893|104703
33010|44080|372893|104703
56599|44080|373795|104703
95489|44080|374377|104703
27822|44080|374769|104703
27822|44080|375032|104703
33010|44080|375032|104703
34340|44080|375379|104703
95489|44080|375895|104703
366454|44080|378267|104703
3264|44080|440921|104703
95489|44080|440921|104703
987335|14316|432546|104709
987335|14316|443499|104709
987335|14316|474008|104709
987335|14316|474013|104709
987335|14316|474024|104709
987335|14316|474026|104709
987335|14316|474029|104709
987335|14316|474032|104709
987335|14316|474037|104709
987335|14316|474087|104709
987335|14316|474089|104709
987335|14316|474094|104709
987335|14316|474099|104709
987335|14316|476531|104709
987335|14316|476534|104709
987335|14316|677255|104709
986854|432|454521|104716
27938|853|474130|104719
29780|326|322351|104747
82|326|459894|104747
29978|326|459960|104747
44079|326|459983|104747
283439|326|461030|104747
1070|178|444145|104774
18277|186667|444217|104785
27469|3530|47809|10479
36352|64|11166|1048
22698|186836|509490|104807
123|11169|47811|10482
123|11169|47813|10482
123|11169|47815|10482
2194|186942|444604|104831
2194|186942|444626|104831
2194|186942|444855|104831
20185|3256|444779|104864
27689|3256|446581|104864
19824|3256|447081|104864
110|11170|47837|10487
27822|66588|446044|105007
2268|554|5841|105060
63610|180038|2818222|105155
63610|20742|447428|105155
53509|1720|447466|105158
53509|1720|492370|105158
112|22720|447526|105161
2260|175414|1936279|105162
42536|42536|1014565|105163
42536|42536|1163422|105163
42536|42536|1256986|105163
42536|42536|1415049|105163
42536|42536|1435474|105163
42536|42536|1567041|105163
42536|42536|1676892|105163
